"operator","inout_travelling","network_type","rating","calldrop_category","latitude","longitude","state_name"
"Airtel","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Travelling","4G","5","Satisfactory","8.715550192","76.73830175","Kerala"
"Airtel","Indoor","2G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","2G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","2G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","2G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","2G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","2G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","2G","1","Poor Voice Quality","-1","-1","NA"
"BSNL","Outdoor","3G","5","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","3G","5","Satisfactory","-1","-1","NA"
"BSNL","Travelling","3G","5","Satisfactory","-1","-1","NA"
"BSNL","Travelling","3G","5","Satisfactory","-1","-1","NA"
"BSNL","Travelling","3G","5","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","3G","5","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","3G","2","Call Dropped","-1","-1","NA"
"BSNL","Outdoor","3G","5","Satisfactory","-1","-1","NA"
"BSNL","Travelling","3G","5","Satisfactory","-1","-1","NA"
"BSNL","Indoor","Unknown","5","Satisfactory","-1","-1","NA"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","3G","4","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","3G","4","Satisfactory","-1","-1","NA"
"Airtel","Outdoor","4G","1","Poor Voice Quality","30.18865806","78.19134155","Uttarakhand"
"Airtel","Outdoor","Unknown","1","Call Dropped","30.10498779","78.28762756","Uttarakhand"
"Airtel","Indoor","4G","3","Satisfactory","30.10476697","78.28770484","Uttarakhand"
"Airtel","Outdoor","4G","3","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","13.19951833","77.708385","Karnataka"
"RJio","Indoor","4G","5","Satisfactory","12.9565896","77.4896517","Karnataka"
"BSNL","Indoor","Unknown","5","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","1","Poor Voice Quality","28.57905087","77.52841017","Uttar Pradesh"
"Airtel","Outdoor","4G","4","Satisfactory","-1","-1","NA"
